feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.3853135968617599,0.19905969557347003,-0.6002168771587947,0.46210347426327075,0.06980208499001886,-25.186431708667826
0.13074057728609134,1.6324113039316352,-1.4301413779606327,-1.2477831819648495,-0.44004448669698376,-92.49494759980142
-0.7730097838554665,0.22409248181041677,0.01259240078179486,-0.40122047188583626,0.09767609854883172,8.649970243204802
-0.5767713305683327,-0.05023810944913695,-0.23894804686640975,0.2704568257798388,-0.9075636620415979,-0.472151359050315
-0.57581824064468,0.6141667000434252,0.7575077100473051,-0.2209695995332226,-0.5305011476105275,61.790098142168546
-0.05554769889661878,1.6286155455712918,-1.3801014582148914,0.07409478041977519,-1.7033824393551547,-65.07888905936103
1.6964563682900382,-1.280429352496283,1.7547941819843647,0.6060099513456396,-2.081929407883722,105.40548800150613
1.179440120721287,0.4919191715065057,-1.3202332070206422,-0.898414671348358,1.8314587658543537,-96.95970793068716
-0.7537361643574896,0.82206015999449,1.8967929826539474,0.4127809269364983,-0.2453881160028705,156.24448126422766
-0.5309969550018176,0.2891686439078181,2.4553001399108942,0.4924512640081488,-0.637739984251316,157.69147931374616
0.2598827942484235,1.307142754282428,-1.6074832345612275,0.22745993460412942,0.1846338585323042,-75.49823756441003
-0.2817846088605074,1.5795721457307124,-0.5228600271532683,1.453384477117701,-0.42018681709585753,13.11324232608563
0.5931012579683838,1.159329803364248,-1.0810633275998973,-0.3609661658190799,0.6159356069442637,-71.57646850432924
1.0143700650181304,0.25602973431387566,0.9826909839455139,0.472597482413043,1.6654744444625766,88.4736403323946
0.173180925851182,0.8563987943234723,0.21409374413020396,-0.4465149520670211,-1.245738778711988,23.107385437703474
0.6818914896263114,-0.5308687729203206,-0.48943944251822213,2.5269324258736217,1.044160877069072,-0.412105626630324
0.3376026620752022,-0.15567723539207948,1.1677820616598074,0.08658978747289992,0.2544208433012131,69.65431950627998
0.5868570938002703,-0.9093874547947389,1.4027943109360992,0.7910319470430469,-1.4018510627922809,87.99465527131494
0.19408999289830758,0.6078965097165392,0.1866091231563581,0.27902152577033923,-0.44643361455052827,25.128963337310886
-0.23415337472333597,-0.13826430117118466,0.6476885381006925,0.4967141530112327,1.5230298564080254,66.21395599655962
-1.2308643164339552,-0.7832532923362371,-0.3220615162056756,1.5499344050175399,0.8135172173696698,-3.8359122765146187
-1.763040155362734,-0.4606387709597875,1.0571222262189157,-0.7198442083947086,0.3436182895684614,63.57830166040087
0.33231401197959165,-1.124642091837869,-1.5341141707356223,0.7116148780888896,1.277676821898509,-96.99364500174688
-0.23458713337514742,0.29612027706457605,0.26105527217988933,-1.4635149481321186,0.0051134566424609,-5.7668023480241954
-0.003602539090568403,0.42545756178496474,-0.966976143129213,0.7858001586508322,-0.047711356141979855,-38.93521398616511
-1.5193699659540134,0.9178619470547761,2.1221561970126332,-1.2608839543350452,1.0324652605511468,121.97340991406578
-0.9043166251044086,-1.6275424378831627,0.048084946661381994,-1.804882100664519,0.25972250172148187,-53.35881785911029
-1.377669367957091,0.5607845263682344,1.083051243175277,0.3577873603482833,1.053802052034903,86.11357400699958
1.0915068519224618,-0.2549772174208552,1.5039929885826884,0.10643022769189683,-2.650969808393012,92.2209432944134
